"701484","120013","53068807","41000164",921-949 PORTARLINGTON ROAD CURLEWIS 3222,,"921",,PORTARLINGTON,ROAD,,CURLEWIS,"327","3222","20237060000",House,GPO,1,805473.875993483,5768743.44126297
"121819","265935","53056054","41111616",1384 BIRREGURRA-DEANS MARSH ROAD DEANS MARSH 3235,,"1384",,BIRREGURRA-DEANS MARSH,ROAD,,DEANS MARSH,"365","3235","20563160000",House,GPO,1,751718.066749328,5746271.57227842
"164846","1217585","53372587","45016479",1 MCKAYS LANE DEREEL 3352,,"1",,MCKAYS,LANE,,DEREEL,"324","3352","20203400000",House,GPO,1,742656.568170044,5807551.37578842
"109490","207922","53755905","52669814",135 COATES ROAD DREEITE 3249,,"135",,COATES,ROAD,,DREEITE,"314","3249","20134570000",House,GPO,1,716624.00955047,5776723.20899798
"109480","201927","53487303","45193609",395 READS ROAD DREEITE SOUTH 3249,,"395",,READS,ROAD,,DREEITE SOUTH,"314","3249","20134650000",House,GPO,1,715739.957149478,5768767.60622118
"665416","102216","212178407","212178406",13 GRANDVIEW GROVE DRUMCONDRA 3215,,"13",,GRANDVIEW,GROVE,,DRUMCONDRA,"327","3215","20247090000",House,GPO,1,793935.3977281,5774466.58489386
"701855","102080","204234148","204234147",147-159 WHITCOMBES ROAD DRYSDALE 3222,,"147",,WHITCOMBES,ROAD,,DRYSDALE,"327","3222","20261160000",House,GPO,1,814502.516060265,5770305.94985155
"110348","532917","53985664","5196804",940 FOXHOW-CRESSY ROAD DUVERNEY 3323,,"940",,FOXHOW-CRESSY,ROAD,,DUVERNEY,"315","3323","20137091000",House,GPO,1,726588.477799804,5786091.22258812
"668012","102037","173729282","173729279",4/56 ST ALBANS ROAD EAST GEELONG 3219,,"56",,ST ALBANS,ROAD,,EAST GEELONG,"327","3219","20244600000",House,GPO,1,795469.337755829,5770716.54084548
"123638","274398","53059358","41114394",1085 GREAT OCEAN ROAD EASTERN VIEW 3231,,"1085",,GREAT OCEAN,ROAD,,EASTERN VIEW,"365","3231","20563070000",House,GPO,1,764171.054566806,5735983.48157822
"112346","201116","53486036","5177830",115 HOLMCHASE ROAD ELLIMINYT 3250,,"115",,HOLMCHASE,ROAD,,ELLIMINYT,"314","3250","20134181000",House,GPO,1,721853.89129723,5750852.55695615
"110055","201378","53794422","5177808",530 EURACK ROAD EURACK 3251,,"530",,EURACK,ROAD,,EURACK,"314","3251","20134580000",House,GPO,1,736606.070070029,5774288.71937823
"145553","259292","53696686","52630306",293 GREAT OCEAN ROAD FAIRHAVEN 3231,,"293",,GREAT OCEAN,ROAD,,FAIRHAVEN,"365","3231","20561480000",House,GPO,1,769632.122044147,5737942.31662387
"104197","201965","53486964","45515250",15 MURCHISONS ROAD FERGUSON 3237,,"15",,MURCHISONS,ROAD,,FERGUSON,"314","3237","20135013000",House,GPO,1,719340.242410489,5722344.45495031
"120423","173","209768605","209768604",18 GRANT STREET FORREST 3236,,"18",,GRANT,STREET,,FORREST,"314","3236","20135440000",House,GPO,1,736659.756654966,5733264.64525501
"109510","532910","53985603","5196656",2395 FOXHOW ROAD FOXHOW 3323,,"2395",,FOXHOW,ROAD,,FOXHOW,"315","3323","20137093000",House,GPO,1,713156.473123454,5784943.25762531
"138765","634350","151018093","151018092",815A PETTAVEL ROAD FRESHWATER CREEK 3217,,"815",A,PETTAVEL,ROAD,,FRESHWATER CREEK,"365","3217","20562740000",House,GPO,1,782854.30910635,5758040.93236673
"130679","699427","208349403","208349402",280 FYANSFORD-GHERINGHAP ROAD FYANSFORD 3218,,"280",,FYANSFORD-GHERINGHAP,ROAD,,FYANSFORD,"327","3218","20244170000",House,GPO,1,787771.295242874,5776947.84287855
"648715","104235","212192931","212192930",51 RYRIE STREET GEELONG 3220,,"51",,RYRIE,STREET,,GEELONG,"327","3220","20245781000",House,GPO,1,794051.633785769,5772455.00741214
"644414","100235","205729497","205729496",26 ADDIS STREET GEELONG WEST 3218,,"26",,ADDIS,STREET,,GEELONG WEST,"327","3218","20248270000",House,GPO,1,792563.264956603,5772868.44739366
"111706","177","210080797","210080796",20 GREENS ACCESS GELLIBRAND 3239,,"20",,GREENS,ACCESS,,GELLIBRAND,"314","3239","20135520000",House,GPO,1,720421.080329549,5733140.84967632
"93294","540016","54301321","45516467",600 OLD OCEAN ROAD GELLIBRAND LOWER 3237,,"600",,OLD OCEAN,ROAD,,GELLIBRAND LOWER,"315","3237","20139192000",House,GPO,1,690697.238984043,5711863.78170891
"119992","529","53054161","41116251",1980 COLAC-FORREST ROAD GERANGAMETE 3249,,"1980",,COLAC-FORREST,ROAD,,GERANGAMETE,"314","3249","20134490000",House,GPO,1,734686.26009132,5741544.00042122
"121154","263075","53045927","41102725",850 WORMBETE STATION ROAD GHERANG 3240,,"850",,WORMBETE STATION,ROAD,,GHERANG,"365","3240","20561130000",House,GPO,1,771390.089964335,5753650.52684272
"130959","985","209100539","209100537",21 RUSSELL ROAD GHERINGHAP 3331,,"21",,RUSSELL,ROAD,,GHERINGHAP,"324","3331","20203161000",House,GPO,1,782332.999621002,5782485.000385
"31164","204074","53794931","45515603",2325 GREAT OCEAN ROAD GLENAIRE 3238,,"2325",,GREAT OCEAN,ROAD,,GLENAIRE,"314","3238","20695840000",House,GPO,1,717996.867381088,5705257.85482563
"121152","259421","53768393","52681013",85 MT POLLOCK ROAD GNARWARRE 3221,,"85",,MT POLLOCK,ROAD,,GNARWARRE,"365","3221","20559540000",House,GPO,1,770304.207124519,5770445.33451813
"156591","649942","53483910","41111152",4620 GREAT OCEAN ROAD GREY RIVER 3234,,"4620",,GREAT OCEAN,ROAD,,GREY RIVER,"314","3234","20135821000",House,GPO,1,746882.940364785,5714415.51029348
"142286","99600","172811579","172811578",1/71 ROSSACK DRIVE GROVEDALE 3216,,"71",,ROSSACK,DRIVE,,GROVEDALE,"327","3216","20251760000",House,GPO,1,790030.064832065,5765977.0812178
"132089","102046","205627116","205627115",4 HILLWOOD CLOSE HAMLYN HEIGHTS 3215,,"4",,HILLWOOD,CLOSE,,HAMLYN HEIGHTS,"327","3215","20238230000",House,GPO,1,790953.166096494,5775411.4415738
"132083","98718","150591554","150591553",1/11 FRASER STREET HERNE HILL 3218,,"11",,FRASER,STREET,,HERNE HILL,"327","3218","20248430000",House,GPO,1,790958.163700102,5773621.18108804
"125852","1769","53063551","41095724",984 WINGEEL ROAD HESSE 3321,,"984",,WINGEEL,ROAD,,HESSE,"324","3321","20203703000",House,GPO,1,750336.494738176,5779473.10759951
"133255","98150","150668433","150668432",87 LEIGH ROAD HIGHTON 3216,,"87",,LEIGH,ROAD,,HIGHTON,"327","3216","20254062000",House,GPO,1,789172.437628738,5770909.94128036
"31148","201409","53794778","45515932",2615 GREAT OCEAN ROAD HORDERN VALE 3238,,"2615",,GREAT OCEAN,ROAD,,HORDERN VALE,"314","3238","20135180000",House,GPO,1,716505.291914227,5706634.68941644
"734894","2026812","214470500","214470499",785-787 CHURCH ROAD INDENTED HEAD 3223,,"785",,CHURCH,ROAD,,INDENTED HEAD,"327","3223","20262870000",House,GPO,1,824682.755617078,5771643.86226761
"121151","259364","53064050","41096975",995 GNARWARRE ROAD INVERLEIGH 3321,,"995",,GNARWARRE,ROAD,,INVERLEIGH,"365","3321","20563480000",House,GPO,1,767620.679981475,5773974.62342642
"110046","201219","53485732","5176631",5935 PRINCES HIGHWAY IRREWARRA 3249,,"5935",,PRINCES,HIGHWAY,,IRREWARRA,"314","3249","20134190000",House,GPO,1,732704.4717397,5756273.61035331
"108087","716","53693357","52627777",455 ESCARPMENT ROAD IRREWILLIPE 3249,,"455",,ESCARPMENT,ROAD,,IRREWILLIPE,"314","3249","20696102000",House,GPO,1,715871.95956574,5735733.79957623
"108120","202210","53793361","5174974",810 CARLISLE ROAD IRREWILLIPE EAST 3249,,"810",,CARLISLE,ROAD,,IRREWILLIPE EAST,"314","3249","20133970000",House,GPO,1,716380.703725668,5741663.32780882
"151436","264913","53051543","41107797",2 BELLS BOULEVARDE JAN JUC 3228,,"2",,BELLS,BOULEVARDE,,JAN JUC,"365","3228","20560490000",House,GPO,1,787149.310885672,5750963.20348606
"91658","514532","54550497","52882819",245 GRIBBLES ROAD JANCOURT EAST 3266,,"245",,GRIBBLES,ROAD,,JANCOURT EAST,"315","3266","20138390000",House,GPO,1,686969.999643329,5745259.99973195
"103085","201906","53794859","45515917",4260 GREAT OCEAN ROAD JOHANNA 3238,,"4260",,GREAT OCEAN,ROAD,,JOHANNA,"314","3238","20135350000",House,GPO,1,707867.161986133,5712809.04933568
"111707","178","210082991","210082990",1580 COLAC-LAVERS HILL ROAD KAWARREN 3249,,"1580",,COLAC-LAVERS HILL,ROAD,,KAWARREN,"314","3249","20135380000",House,GPO,1,724882.740084952,5737396.5503569
"103303","710205","134219060","134219059",4069 LAVERS HILL-COBDEN ROAD KENNEDYS CREEK 3239,,"4069",,LAVERS HILL-COBDEN,ROAD,,KENNEDYS CREEK,"315","3239","20138811000",House,GPO,1,696789.015491416,5722359.32397301
"156578","649282","53484056","41111357",40 RIDGE DRIVE KENNETT RIVER 3234,,"40",,RIDGE,DRIVE,,KENNETT RIVER,"314","3234","20135270000",House,GPO,1,748701.907555312,5716847.33147715
"109515","538804","101438944","45174066",181 KOALLAH ROAD KOALLAH 3260,,"181",,KOALLAH,ROAD,,KOALLAH,"315","3260","20139172000",House,GPO,1,696822.402279378,5757221.04926166
"276271","110310","53027409","41051082",60 CONSTANTINE DRIVE LARA 3212,,"60",,CONSTANTINE,DRIVE,,LARA,"327","3212","20264070000",House,GPO,1,800580.676660555,5788431.54348114
"108090","201122","53486076","5175170",165 MIDDLETONS ROAD LARPENT 3249,,"165",,MIDDLETONS,ROAD,,LARPENT,"314","3249","20134330000",House,GPO,1,716499.299824685,5752426.21936784
"103071","201152","54131316","52778906",10 COLLEGE DRIVE LAVERS HILL 3238,,"10",,COLLEGE,DRIVE,,LAVERS HILL,"314","3238","20136160000",House,GPO,1,707296.450334638,5715847.9922031
"616583","111028","212184394","212184393",226-244 MATTHEWS ROAD LEOPOLD 3224,,"226",,MATTHEWS,ROAD,,LEOPOLD,"327","3224","20236960000",House,GPO,1,799912.069046079,5763201.54859156
"109509","532906","53985576","5196606",1940 FOXHOW ROAD LESLIE MANOR 3260,,"1940",,FOXHOW,ROAD,,LESLIE MANOR,"315","3260","20137890000",House,GPO,1,710059.473021406,5781948.11143612
"209375","1177351","53041730","41091957",1149 TALL TREE ROAD LETHBRIDGE 3332,,"1149",,TALL TREE,ROAD,,LETHBRIDGE,"324","3332","20203011000",House,GPO,1,765199.586240993,5794539.18167592
"157868","544900","53983726","45206189",8235 HAMILTON HIGHWAY LISMORE 3324,,"8235",,HAMILTON,HIGHWAY,,LISMORE,"315","3324","20137610000",House,GPO,1,714111.514276651,5795381.34310563
"276276","111496","53027870","41051531",325-345 BRANCH ROAD LITTLE RIVER 3211,,"325",,BRANCH,ROAD,,LITTLE RIVER,"327","3211","20264340000",House,GPO,1,802505.768276898,5791983.75277632
"121443","259191","53723721","52642411",25 CORA LYNN COURT LORNE 3232,,"25",,CORA LYNN,COURT,,LORNE,"365","3232","20563122000",House,GPO,1,756323.39581584,5732023.33214732
"131515","699275","53044970","41095181",260 EVANS ROAD LOVELY BANKS 3213,,"260",,EVANS,ROAD,,LOVELY BANKS,"327","3213","20243030000",House,GPO,1,790555.453232572,5782319.99812643
"644084","108714","206032412","206032411",62 CALDER STREET MANIFOLD HEIGHTS 3218,,"62",,CALDER,STREET,,MANIFOLD HEIGHTS,"327","3218","20248450000",House,GPO,1,791813.34186997,5773016.50506207
"719843","98270","204150640","204150639",411-415 PRINCESS STREET MANNERIM 3222,,"411",,PRINCESS,STREET,,MANNERIM,"327","3222","20263380000",House,GPO,1,812059.063610063,5764944.80302888
"616555","99416","203392875","203392874",731-769 BANKS ROAD MARCUS HILL 3222,,"731",,BANKS,ROAD,,MARCUS HILL,"327","3222","20263610000",House,GPO,1,812157.846565577,5760522.92706337
"105369","201449","54026340","52744455",28 OCEAN PARK DRIVE MARENGO 3233,,"28",,OCEAN PARK,DRIVE,,MARENGO,"314","3233","20135910000",House,GPO,1,730549.868741885,5705288.69951882
"629627","60981","221060736","221060735",50 BARWARRE ROAD MARSHALL 3216,,"50",,BARWARRE,ROAD,,MARSHALL,"327","3216","20253780000",House,GPO,1,793588.308812906,5767738.0933352
"273123","877","209995851","209995850",1937 STEIGLITZ ROAD MAUDE 3331,,"1937",,STEIGLITZ,ROAD,,MAUDE,"324","3331","20203620000",House,GPO,1,778512.538245618,5796480.24038497
"208998","978","208726549","208726548",518 BAMGANIE ROAD MEREDITH 3333,,"518",,BAMGANIE,ROAD,,MEREDITH,"324","3333","20203661000",House,GPO,1,762672.999693988,5803102.00007484
"127624","259284","53688767","52624257",675 BUCKLEY ROAD S MODEWARRE 3240,,"675",,BUCKLEY,ROAD,S,MODEWARRE,"365","3240","20562752000",House,GPO,1,769906.666660374,5759298.89177501
"145558","259408","53750314","52667128",47 BOYD AVENUE MOGGS CREEK 3231,,"47",,BOYD,AVENUE,,MOGGS CREEK,"365","3231","20563650000",House,GPO,1,767590.867774084,5738336.69582531
"616817","2603848","53090507","41039483",121-189 SCOTTS ROAD MOOLAP 3224,,"121",,SCOTTS,ROAD,,MOOLAP,"327","3224","20237040000",House,GPO,1,797637.392892543,5764665.0223345
"131536","704036","207553081","207553080",60 VIADUCT ROAD MOORABOOL 3213,,"60",,VIADUCT,ROAD,,MOORABOOL,"327","3213","20244080000",House,GPO,1,787921.240329653,5781686.74465308
"127625","259286","53658841","52611868",20 BUTTERCUP DRIVE MORIAC 3240,,"20",,BUTTERCUP,DRIVE,,MORIAC,"365","3240","20560290000",House,GPO,1,777480.056461026,5761735.66323718
"139103","664746","212170516","212170514",140 BOGANS LANE MOUNT DUNEED 3217,,"140",,BOGANS,LANE,,MOUNT DUNEED,"327","3217","20256660000",House,GPO,1,785340.093211913,5762872.0947986
"209166","5335","54638328","52971398",1127 GUMLEY ROAD MOUNT MERCER 3352,,"1127",,GUMLEY,ROAD,,MOUNT MERCER,"324","3352","20203670000",House,GPO,1,750454.730197358,5807031.24978973
"127622","259175","53718276","52637152",456 HENDY MAIN ROAD MOUNT MORIAC 3240,,"456",,HENDY MAIN,ROAD,,MOUNT MORIAC,"365","3240","20560240000",House,GPO,1,778483.358386076,5765945.69417657
"105154","2382344","202550524","202550523",1385 SUNNYSIDE ROAD MOUNT SABINE 3236,,"1385",,SUNNYSIDE,ROAD,,MOUNT SABINE,"314","3236","20135493000",House,GPO,1,738680.640658359,5720023.40841151
"121199","677322","53064387","41098155",1725 HAMILTON HIGHWAY MURGHEBOLUC 3218,,"1725",,HAMILTON,HIGHWAY,,MURGHEBOLUC,"324","3218","20203060000",House,GPO,1,778113.999707812,5776610.99948831
"121532","1292518","53484651","41111146",225 WICKHAMS ROAD MURROON 3243,,"225",,WICKHAMS,ROAD,,MURROON,"314","3243","20134050000",House,GPO,1,746958.949371864,5739076.33449254
"108145","203357","53795554","5175138",105 MAMRE ROAD NALANGIL 3249,,"105",,MAMRE,ROAD,,NALANGIL,"314","3249","20134210000",House,GPO,1,713921.923628443,5754673.4617939
"616559","103112","152097351","152097350",22 BAYFIELD COURT NEWCOMB 3219,,"22",,BAYFIELD,COURT,,NEWCOMB,"327","3219","20235150000",House,GPO,1,797553.307718199,5770915.07490452
"90325","535932","54120220","52775880",109 MCKENZIES LANE NEWFIELD 3268,,"109",,MCKENZIES,LANE,,NEWFIELD,"315","3268","20138702000",House,GPO,1,676651.600054763,5730207.10037903
